Date,Line,Time,Day,Location,Incident,Min Delay,Min Gap,Bound,Vehicle
26-Feb-24,510,23:31,Monday,QUEEN AND KINGSTON RD,Security,0,0,,4444
26-Feb-24,504,23:32,Monday,BROADVIEW AND LANGLEY,Security,0,0,N,4566
26-Feb-24,510,23:48,Monday,SPADINA AND DUNDAS,Operations,11,21,S,4507
26-Feb-24,504,00:29,Monday,DISTILLERY LOOP,Operations,17,27,W,4450
26-Feb-24,511,00:46,Monday,EXHIBITION LOOP,Security,0,0,,0
26-Feb-24,504,01:57,Monday,QUEEN AND OSSINGTON,Diversion,30,40,,4555
27-Feb-24,301,02:02,Tuesday,QUEEN AND OSSINGTON,Diversion,25,45,W,8706
27-Feb-24,505,02:33,Tuesday,LANSDOWNE LOOP,Security,10,20,N,4537
27-Feb-24,504,03:00,Tuesday,DISTILLERY LOOP,General Delay,0,0,N,4575
27-Feb-24,301,03:07,Tuesday,QUEEN AND NEVILLE PARK,Emergency Services,20,40,E,8214
27-Feb-24,504,05:00,Tuesday,QUEEN AND LESLIE,Emergency Services,0,0,E,4555
27-Feb-24,505,07:53,Tuesday,DUNDAS AND BROADVIEW,Operations,20,30,W,4422
27-Feb-24,504,08:24,Tuesday,KING AND BATHURST,Operations,8,16,W,4604
27-Feb-24,504,09:52,Tuesday,KING AND PARLIAMENT,Mechanical,8,16,E,4452
27-Feb-24,505,10:22,Tuesday,DUNDAS AND YONGE,Security,55,65,W,4557
27-Feb-24,504,11:30,Tuesday,KING AND BATHURST,Held By,4,8,E,4571
27-Feb-24,511,12:12,Tuesday,BATHURST AND ULSTER,Held By,4,18,S,4495
27-Feb-24,501,12:51,Tuesday,PRIVATE-NEVILLE LOOP,Mechanical,10,20,E,4531
27-Feb-24,506,13:36,Tuesday,DOVERCOURT AND COLLEGE,Emergency Services,10,20,W,4469
27-Feb-24,510,13:44,Tuesday,SPADINA STATION,Mechanical,10,20,S,7592
27-Feb-24,501,13:44,Tuesday,KING AND YONGE,Mechanical,8,16,E,8139
27-Feb-24,503,14:04,Tuesday,QUEEN AND KINGSTON,Operations,10,20,S,4590
27-Feb-24,505,14:14,Tuesday,DUNDAS AND BOND,Held By,61,69,E,4566
27-Feb-24,503,14:25,Tuesday,QUEEN AND KING,Rail/Switches,0,0,W,4601
27-Feb-24,505,14:38,Tuesday,DUNDAS AND COLLEGE,Rail/Switches,0,0,W,4538
27-Feb-24,512,14:41,Tuesday,GUNNS LOOP,Operations,4,7,E,7090
27-Feb-24,512,15:21,Tuesday,ST. CLAIR EAST AND YON,Mechanical,5,10,W,8353
27-Feb-24,504,15:24,Tuesday,BROADVIEW STATION,General Delay,9,19,S,4447
27-Feb-24,512,15:43,Tuesday,ST CLAIR STATION,Operations,0,0,,8630
27-Feb-24,510,15:44,Tuesday,SPADINA AND QUEEN,General Delay,0,0,S,4524
27-Feb-24,510,15:49,Tuesday,QUEENS QUAY TERMINAL,Security,10,20,S,4450
27-Feb-24,501,16:00,Tuesday,PRIVATE-WOLSELEY LOOP,General Delay,5,10,E,8029
27-Feb-24,501,16:23,Tuesday,PRIVATE-NEVILLE LOOP,Cleaning - Unsanitary,10,20,E,4522
27-Feb-24,506,16:51,Tuesday,GERRARD AND NORWOOD,Security,0,0,,0
27-Feb-24,512,17:20,Tuesday,ST CLAIR STATION,Security,0,0,,8728
27-Feb-24,504,17:27,Tuesday,BROADVIEW AND QUEEN,Operations,29,39,S,4595
27-Feb-24,512,17:29,Tuesday,BATHURST AND ST CLAIR,Diversion,10,20,E,8728
27-Feb-24,501,17:36,Tuesday,QUEEN AND SILVER BIRCH,Operations,10,20,E,4426
27-Feb-24,511,17:39,Tuesday,BATHURST STATION,Mechanical,9,18,,4500
27-Feb-24,504,19:38,Tuesday,DUNDAS AND VICTORIA,Collision - TTC Involved,6,12,W,8765
27-Feb-24,509,20:40,Tuesday,CNE LOOP,Security,10,20,,4550
27-Feb-24,512,22:23,Tuesday,ST.CLAIR STATION,Security,6,16,E,7090
27-Feb-24,510,22:32,Tuesday,QUEENS QUAY AND LOWER,Operations,12,22,S,4474
27-Feb-24,504,22:50,Tuesday,RONCESVALLES AND BOUST,Emergency Services,29,39,S,4545
27-Feb-24,510,23:02,Tuesday,KING AND SUMACH,Operations,0,0,E,4450
27-Feb-24,510,00:11,Tuesday,SPADINA AND LAKESHORE,Collision - TTC Involved,10,20,S,4584
27-Feb-24,503,00:11,Tuesday,SPADINA AND LAKESHORE,Diversion,60,70,W,4601
27-Feb-24,503,00:30,Tuesday,KING AND JARVIS,Diversion,60,70,W,4601
28-Feb-24,505,02:08,Wednesday,DUNDAS AND BROADVIEW,Diversion,0,0,E,4508
28-Feb-24,304,02:28,Wednesday,RONCESVALLES AND MARIO,General Delay,17,37,E,4589
28-Feb-24,504,02:48,Wednesday,RONCESVALLES AND MARIO,General Delay,84,104,E,403
28-Feb-24,304,03:07,Wednesday,QUEEN AND GLADSTONE,General Delay,53,73,W,4462
28-Feb-24,304,03:24,Wednesday,QUEEN AND GLADSTONE,General Delay,37,57,W,4401
28-Feb-24,510,04:05,Wednesday,KINGSTON RD LOOP,Security,0,0,E,4524
28-Feb-24,510,04:30,Wednesday,718 QUEEN ST,Mechanical,9,18,,4510
28-Feb-24,510,05:35,Wednesday,SPADINA AND QUEENS QUA,Operations,9,17,,4578
28-Feb-24,505,05:35,Wednesday,BROADVIEW AND GERRARD,General Delay,5,10,W,4569
28-Feb-24,,06:54,Wednesday,LESLIE BARNS,Emergency Services,0,0,,0
28-Feb-24,501,07:38,Wednesday,WOSELEY LOOP,Mechanical,10,20,,8059
28-Feb-24,504,07:42,Wednesday,KING AND SHAW,Rail/Switches,60,64,W,4528
28-Feb-24,509,08:03,Wednesday,EXHIBITION LOOP,Emergency Services,0,0,,4524
28-Feb-24,508,08:35,Wednesday,QUEEN AND SHAW,Utilized Off Route,20,40,E,4427
28-Feb-24,505,09:11,Wednesday,DUNDAS AND SORAUREN,Diversion,57,67,E,4428
28-Feb-24,506,09:18,Wednesday,DUNDAS WEST AT STERLIN,Diversion,10,20,E,4548
28-Feb-24,512,11:32,Wednesday,ST CLAIR AND AVENUE,Collision - TTC Involved,8,15,W,8835
28-Feb-24,504,12:30,Wednesday,RONCESVALLES YARD - NO,Operations,30,40,,4574
28-Feb-24,506,13:33,Wednesday,COXWELL AND QUEEN LOOP,Held By,0,0,,4542
28-Feb-24,501,13:41,Wednesday,QUEEN AND AUGUSTA,Collision - TTC Involved,10,20,W,4578
28-Feb-24,510,15:05,Wednesday,SPADINA STATION,Security,10,20,,4432
28-Feb-24,503,15:07,Wednesday,QUEEN AND KINGSTON,Mechanical,10,20,E,4540
28-Feb-24,501,15:43,Wednesday,QUEEN AND SUMACH,Security,10,20,E,4577
28-Feb-24,501,16:12,Wednesday,BATHURST AT QUEEN,Collision - TTC Involved,5,10,N,8084
28-Feb-24,504,16:40,Wednesday,DISTILLERY LOOP,Operations,10,20,E,4444
28-Feb-24,504,16:47,Wednesday,SUMACH AND KING,Operations,10,20,S,4416
28-Feb-24,506,16:58,Wednesday,MAIN STREET STATION,Security,10,20,,4606
28-Feb-24,506,17:07,Wednesday,MAIN AND GERRARD EAST,Cleaning - Unsanitary,10,20,W,4606
28-Feb-24,511,17:12,Wednesday,KING AND BATHURST,Operations,10,20,E,4474
28-Feb-24,504,17:14,Wednesday,QUEEN AND CARROLL,Operations,21,31,W,4492
28-Feb-24,510,17:38,Wednesday,SPADINA AND WILLCOCKS,General Delay,0,0,S,4461
28-Feb-24,512,18:07,Wednesday,ST CLAIR AND DEER PARK,Mechanical,5,10,E,8623
28-Feb-24,501,18:16,Wednesday,QUEEN AND GLADSTONE,General Delay,0,0,W,4546
28-Feb-24,504,18:20,Wednesday,BROADVIEW AND DUNDAS,Mechanical,7,17,S,4458
28-Feb-24,505,18:30,Wednesday,DUNDAS AND BROADVIEW,Operations,10,20,N,4507
28-Feb-24,510,18:31,Wednesday,SPADINA AND QUEEN,Mechanical,10,20,S,4479
28-Feb-24,503,18:38,Wednesday,QUEEN AND CARROLL,Operations,10,20,E,4560
28-Feb-24,506,18:40,Wednesday,COLLEGE AND BATHURST,Cleaning - Unsanitary,10,20,W,4480
28-Feb-24,503,18:46,Wednesday,SPADINA AND KING,Diversion,250,260,W,4498
28-Feb-24,506,19:01,Wednesday,GERRARD AND BOWMORE,Operations,10,20,W,4455
28-Feb-24,510,19:34,Wednesday,SPADINA AND WILLCOCKS,Cleaning - Unsanitary,10,20,S,4432
28-Feb-24,501,20:05,Wednesday,QUEEN AND CARROLL,Mechanical,8,16,N,8113
28-Feb-24,510,20:14,Wednesday,SPADINA AND KING,Operations,10,20,N,4459
28-Feb-24,506,20:18,Wednesday,GERRARD AND SACKVILLE,Collision - TTC Involved,47,57,W,4565
28-Feb-24,504,20:29,Wednesday,RONCEVALLES AND GRENAD,Security,6,12,S,8692
28-Feb-24,501,20:35,Wednesday,MENDOTA AND WESLEY,Mechanical,8,16,W,8152
28-Feb-24,506,20:36,Wednesday,CARLTON AND SHERBOURNE,Cleaning - Unsanitary,10,20,E,4486
28-Feb-24,501,20:50,Wednesday,QUEEN AND AUGUSTA,Diversion,35,45,W,4580
28-Feb-24,501,20:59,Wednesday,QUEEN AND AUGUSTA,Diversion,42,50,,8035
28-Feb-24,504,21:42,Wednesday,KING AND CHURCH,Rail/Switches,0,0,,0
28-Feb-24,510,21:52,Wednesday,SPADINA AND FORT YORK,Security,10,20,S,4448
28-Feb-24,505,22:33,Wednesday,DUNDAS WEST STATION,Security,12,24,,4445
28-Feb-24,505,22:52,Wednesday,BROADVIEW STATION,Emergency Services,12,24,,4456
28-Feb-24,510,22:54,Wednesday,SPADINA AND BREMNER,Mechanical,10,20,N,4479
28-Feb-24,501,23:30,Wednesday,QUEEN AND KINGSTON,Cleaning - Unsanitary,10,20,E,4532
28-Feb-24,504,23:42,Wednesday,BROADVIEW STATION,Operations,15,20,W,4537
28-Feb-24,506,00:07,Wednesday,KINGSTON LOOP,Security,0,0,S,4519
28-Feb-24,511,00:50,Wednesday,BATHURST STATION,Operations,10,20,S,4422
28-Feb-24,507,01:13,Wednesday,MCCAUL LOOP,Emergency Services,20,30,N,4442
29-Feb-24,600,04:56,Thursday,LONG BRANCH LOOP,Security,0,0,,8816
29-Feb-24,501,05:53,Thursday,DUFFERIN AND LIBERTY,Mechanical,10,20,S,4506
29-Feb-24,501,06:32,Thursday,WOLSELEY LOOP,Mechanical,10,20,N,8107
29-Feb-24,504,07:38,Thursday,KING AND BATHURST,Operations,8,16,W,4551
29-Feb-24,505,07:53,Thursday,DUNDAS AND BATHURST,Mechanical,126,136,E,4450
29-Feb-24,504,08:15,Thursday,HUMBER LOOP,Cleaning - Unsanitary,8,16,S,4542
29-Feb-24,505,09:06,Thursday,DUNDAS AND LISGAR,Operations,10,20,E,4570
29-Feb-24,512,09:56,Thursday,ST CLAIR AND KEELE,Investigation,0,0,E,8670
29-Feb-24,510,10:22,Thursday,SPADINA AND FORT YORK,Security,39,47,N,4599
29-Feb-24,,10:26,Thursday,LESLIE BARNS,Security,0,0,,0
29-Feb-24,512,11:00,Thursday,ST CLAIR AND LANSDOWNE,Mechanical,4,8,E,8365
29-Feb-24,504,11:01,Thursday,BROADVIEW AND QUEEN,Operations,10,20,S,4401
29-Feb-24,504,11:08,Thursday,KING AND SUMACH,Operations,10,20,E,4449
29-Feb-24,505,11:17,Thursday,BAY AND DUNDAS,Security,10,20,N,4545
29-Feb-24,507,11:48,Thursday,LAKESHORE AND FIFTH,Security,6,16,E,4400
29-Feb-24,504,11:54,Thursday,CHURCH AND KING,Operations,10,20,W,4421
29-Feb-24,509,12:35,Thursday,SPADINA AND QUEENS QUA,Cleaning - Unsanitary,10,20,S,4465
29-Feb-24,501,13:08,Thursday,QUEEN AND UNIVERSITY,Collision - TTC Involved,8,16,E,8084
29-Feb-24,510,15:26,Thursday,SPADINA AND KING,Operations,10,20,S,4404
29-Feb-24,505,15:50,Thursday,DUNDAS AND YONGE,Collision - TTC Involved,10,20,E,4447
29-Feb-24,505,17:09,Thursday,BROADVIEW STATION,Security,10,20,,4405
29-Feb-24,510,18:17,Thursday,SPADINA AND QUEENS QUA,General Delay,0,0,S,4599
29-Feb-24,512,18:25,Thursday,LANSDOWNE AND ST CLAIR,Operations,10,20,W,8308
29-Feb-24,504,18:25,Thursday,KING AND SACKVILLE,Operations,10,20,E,4573
29-Feb-24,510,18:30,Thursday,SPADINA STATION,Operations,10,20,W,4403
29-Feb-24,504,19:01,Thursday,WESTON AND HUMBER BLVD,Mechanical,8,6,E,7306
29-Feb-24,501,19:10,Thursday,QUEEN AND ALTON,Diversion,55,65,W,4550
29-Feb-24,505,19:37,Thursday,BROADVIEW STATION,Security,10,20,,4405
29-Feb-24,504,19:52,Thursday,CHURCH AND ADELAIDE,Security,10,20,N,4481
29-Feb-24,501,20:30,Thursday,CHURCH AND KING,Diversion,68,78,E,4588
29-Feb-24,510,20:34,Thursday,SPADINA AND BREMNER,Operations,10,20,S,4536
29-Feb-24,501,20:37,Thursday,QUEEN AND GREENWOOD,Cleaning - Unsanitary,10,20,W,4477
29-Feb-24,510,21:01,Thursday,LOWER SPADINA AND QUEE,Operations,10,20,S,4404
29-Feb-24,510,21:29,Thursday,SPADINA AND SUSSEX,General Delay,20,30,N,4515
29-Feb-24,501,21:44,Thursday,QUEEN AND CARROLL,Utilized Off Route,10,20,E,8163
29-Feb-24,505,22:33,Thursday,DUNDAS AND SUMACH,Security,0,0,E,4592
29-Feb-24,504,22:41,Thursday,SHAW AND ADELAIDE,Operations,10,20,E,4496
29-Feb-24,510,22:49,Thursday,SPADINA STATION,Security,30,40,N,4536
29-Feb-24,501,00:37,Thursday,QUEEN AND MCCAUL,Security,10,20,,4528
29-Feb-24,506,01:39,Thursday,GERRAD AND BROADVIEW,Collision - TTC Involved,55,65,W,4535
1-Mar-24,505,02:44,Friday,DUNDAS WEST STN,Mechanical,0,0,,7289
1-Mar-24,504,02:54,Friday,QUEEN AND LESLIE,Emergency Services,0,0,E,4609
1-Mar-24,506,05:24,Friday,COXWELL AND GERRARD,Security,0,0,S,4567
1-Mar-24,301,05:31,Friday,LAKE SHORE AND ISLINGT,Cleaning - Unsanitary,30,60,,8835
1-Mar-24,504,06:07,Friday,KING AND TECUMSETH,Held By,35,53,,4441
1-Mar-24,506,06:38,Friday,MAIN STREET STATION,Mechanical,10,20,,4479
1-Mar-24,512,07:05,Friday,ST CLAIR STATION,Mechanical,3,6,W,8334
1-Mar-24,503,09:34,Friday,BINGHAM LOOP,Emergency Services,21,31,W,4474
1-Mar-24,511,09:47,Friday,BATHURST AND FRONT,Diversion,40,50,S,4600
1-Mar-24,511,10:30,Friday,BATHURST AND FLEET,General Delay,0,0,S,4600
1-Mar-24,512,10:43,Friday,ST CLAIR AND WESTON,Collision - TTC Involved,4,8,W,8360
1-Mar-24,505,14:18,Friday,DUNDAS WEST STATION,Operations,38,48,W,4569
1-Mar-24,510,14:50,Friday,UNION STATION,General Delay,12,22,,4402
1-Mar-24,501,15:55,Friday,BROADVIEW AND QUEEN,Collision - TTC Involved,9,18,S,8031
1-Mar-24,501,16:07,Friday,QUEEN AND SAULTER,Operations,10,20,E,4507
1-Mar-24,501,16:10,Friday,WOLSELEY LOOP,Operations,9,18,E,8151
1-Mar-24,511,16:28,Friday,BATHURST AND KING,Operations,10,20,N,4472
1-Mar-24,511,17:06,Friday,BATHURST STATION,Security,10,20,S,4524
1-Mar-24,505,17:53,Friday,DUNDAS AND PARLIAMENT,Overhead,10,20,E,4431
1-Mar-24,511,17:56,Friday,BATHURST STATION,Operations,10,20,S,4607
1-Mar-24,504,18:17,Friday,DUNDAS AND RITCHIE,Diversion,31,41,W,4492
1-Mar-24,505,18:24,Friday,DUNDAS AND RITCHIE,Diversion,10,20,W,4426
1-Mar-24,504,19:26,Friday,KING AND BATHURST,Operations,10,20,W,4465
1-Mar-24,501,19:40,Friday,QUEEN AND JONES,Emergency Services,50,60,E,4477
1-Mar-24,503,19:51,Friday,QUEEN AND JONES,Diversion,50,60,E,4499
1-Mar-24,505,20:13,Friday,BROADVIEW STATION,Security,10,20,,4520
1-Mar-24,510,20:42,Friday,SPADINA AND RICHMOND,Operations,10,20,N,4469
1-Mar-24,501,20:55,Friday,KINGSTON RD LOOP,Operations,10,20,,4477
1-Mar-24,506,21:16,Friday,GERRARD AND PAPE,General Delay,0,0,W,4491
1-Mar-24,501,21:52,Friday,QUEEN AND MCCAUL,Security,10,20,E,4482
1-Mar-24,511,22:01,Friday,BATHURST STATION,Emergency Services,10,20,,4541
1-Mar-24,504,23:11,Friday,KING AND CHURCH,General Delay,0,0,E,4593
1-Mar-24,504,23:15,Friday,CHURCH AND KING (NORTH,Security,10,20,N,4490
1-Mar-24,506,00:02,Friday,GERRARD AND WOODBINE,Diversion,50,60,W,4403
1-Mar-24,501,00:26,Friday,QUEEN AND BERKELEY,Utilized Off Route,10,20,E,8147
1-Mar-24,505,01:30,Friday,DUNDAS WEST STATION,Emergency Services,10,20,,4570
2-Mar-24,506,05:09,Saturday,COLLEGE AND DUFFERIN,Diversion,10,18,E,4513
2-Mar-24,501,05:39,Saturday,PARLIAMENT AND QUEEN,Emergency Services,0,0,N,4555
2-Mar-24,301,05:42,Saturday,LONG BRANCH LOOP,Security,1,1,E,8378
2-Mar-24,510,07:18,Saturday,SPADINA STATION,Emergency Services,1,1,S,8835
2-Mar-24,501,07:53,Saturday,QUEEN AND SUMACH,Utilized Off Route,10,20,E,8211
2-Mar-24,506,08:24,Saturday,BROADVIEW AND GERRARD,General Delay,10,20,,4556
2-Mar-24,501,09:59,Saturday,YORK AND KING,General Delay,9,16,,4562
2-Mar-24,506,11:46,Saturday,COLLEGE AND LANSDOWNE,General Delay,0,0,W,4556
2-Mar-24,511,12:18,Saturday,BATHURST AND KING,General Delay,0,0,N,4516
2-Mar-24,504,12:29,Saturday,KING AND PORTLAND,Security,10,20,W,4492
2-Mar-24,504,13:03,Saturday,KING AND BATHURST,Cleaning - Unsanitary,10,20,E,4584
2-Mar-24,504,13:43,Saturday,KING AND DUFFERIN,General Delay,25,35,S,4593
2-Mar-24,512,14:02,Saturday,GUNNS LOOP,Cleaning - Unsanitary,4,8,E,8761
2-Mar-24,510,14:15,Saturday,COLLEGE AND SPADINA,Operations,44,54,E,4480
2-Mar-24,506,15:03,Saturday,COLLEGE AND SPADINA,Diversion,48,58,E,4480
2-Mar-24,512,15:24,Saturday,ST CLAIR STATION,Cleaning - Unsanitary,4,8,E,8640
2-Mar-24,511,15:30,Saturday,BATHURST STATION,Emergency Services,0,0,S,0
2-Mar-24,505,15:47,Saturday,UNIVERSITY AND DUNDAS,General Delay,0,0,W,4520
2-Mar-24,507,15:53,Saturday,LAKESHORE AND LEGION,Emergency Services,34,20,S,4453
2-Mar-24,501,15:57,Saturday,DUFFERIN AND THORBURN,Collision - TTC Involved,48,58,N,4545
2-Mar-24,501,16:05,Saturday,QUEEN AND CARROLL,Mechanical,10,20,E,8187
2-Mar-24,504,16:14,Saturday,OSSINGTON AND QUEEN,Diversion,26,36,W,4577
2-Mar-24,504,16:17,Saturday,DUFFERIN GATE,Diversion,26,36,W,4428
2-Mar-24,509,16:43,Saturday,FLEET LOOP,Investigation,10,20,E,4546
2-Mar-24,505,16:44,Saturday,DUNDAS WEST STATION,Emergency Services,10,20,,4528
2-Mar-24,501,17:10,Saturday,QUEEN AND PORTLAND,Emergency Services,27,37,E,8142
2-Mar-24,501,17:26,Saturday,200 BATHURST ST,Mechanical,10,20,W,8047
2-Mar-24,512,17:45,Saturday,ST. CLAIR AND OAKWOOD,Diversion,26,35,E,8689
2-Mar-24,511,18:53,Saturday,EXHIBITION LOOP,Operations,10,20,S,4493
2-Mar-24,501,18:55,Saturday,JACK LAYTON AND BROADV,Collision - TTC Involved,10,20,E,8014
2-Mar-24,501,19:16,Saturday,MCCAUL LOOP,Operations,10,20,W,4491
2-Mar-24,501,19:44,Saturday,QUEEN AND MCCAUL,Diversion,228,238,E,4579
2-Mar-24,501,21:14,Saturday,GERRARD AND ST MATTHEW,Cleaning - Unsanitary,10,20,W,8018
2-Mar-24,512,22:04,Saturday,ST CLAIR STATION,Mechanical,4,8,W,8829
2-Mar-24,506,23:00,Saturday,COLLEGE AND GRACE,General Delay,20,30,W,4574
2-Mar-24,505,23:04,Saturday,DUSDAS STATION,General Delay,10,20,E,4420
2-Mar-24,511,23:14,Saturday,KING AND BATHURST,Operations,10,20,N,4421
2-Mar-24,301,00:11,Saturday,39TH STREET,Utilized Off Route,20,40,E,3329
3-Mar-24,504,02:03,Sunday,DUFFERIN AND QUEEN,Operations,24,34,W,4593
3-Mar-24,506,03:26,Sunday,WOODBINE LOOP,Security,0,0,S,4556
3-Mar-24,501,05:18,Sunday,RONCESVALLES YARD,Operations,3,13,,4485
3-Mar-24,504,05:21,Sunday,LESLIE BARNS,Held By,5,25,,4591
3-Mar-24,506,06:18,Sunday,LOWER GERRARD AND COXW,General Delay,10,0,W,4459
3-Mar-24,511,08:37,Sunday,EXHIBITION LOOP,General Delay,10,20,N,4521
3-Mar-24,506,09:32,Sunday,LESLIE BARNS,Operations,6,16,,4445
3-Mar-24,505,10:28,Sunday,DUNDAS WEST STATION,Emergency Services,10,20,,4446
3-Mar-24,505,12:05,Sunday,DUNDAS AND UNIVERSITY,Cleaning - Unsanitary,10,20,W,4487
3-Mar-24,505,12:17,Sunday,DUNDAS AND BAY,Cleaning - Unsanitary,10,20,W,4487
3-Mar-24,504,12:42,Sunday,KING AND SHAW,Collision - TTC Involved,10,20,E,4604
3-Mar-24,510,12:59,Sunday,SULLIVAN AND SPADINA,Cleaning - Unsanitary,8,16,W,4433
3-Mar-24,505,13:01,Sunday,DUNDAS WEST STATION,Emergency Services,10,20,,4407
3-Mar-24,501,14:47,Sunday,QUEEN AND JOHN,Diversion,75,83,E,4485
3-Mar-24,503,14:49,Sunday,BROADVIEW AND QUEEN,Held By,10,20,W,4467
3-Mar-24,501,14:49,Sunday,QUEEN AND CARROLL,Emergency Services,23,33,E,4492
3-Mar-24,501,14:52,Sunday,QUEEN AND UNIVERSITY,Diversion,0,0,E,8097
3-Mar-24,512,15:00,Sunday,ST CLAIR AND BATHURST,Operations,6,12,W,8343
3-Mar-24,505,15:08,Sunday,BAY AND DUNDAS,Mechanical,0,0,N,4421
3-Mar-24,510,15:32,Sunday,SPADINA AND QUEEN,Held By,43,48,S,7075
3-Mar-24,510,15:38,Sunday,SPADINA AND QUEEN,Diversion,69,79,N,4461
3-Mar-24,512,15:50,Sunday,ST CLAIR AND OLD WESTO,General Delay,0,0,,0
3-Mar-24,503,16:01,Sunday,KING AND SPADINA,Held By,0,0,E,4483
3-Mar-24,510,16:24,Sunday,ADELAINE AND BRANT,Security,0,0,E,7224
3-Mar-24,501,16:25,Sunday,GERRARD AND MUNRO,Security,6,12,W,3344
3-Mar-24,505,16:35,Sunday,SUNNYSIDE LOOP,Security,10,20,,4421
3-Mar-24,505,16:39,Sunday,DUNDAS AND JARVIS,General Delay,0,0,E,4580
3-Mar-24,504,21:16,Sunday,KING AND SPADINA,Emergency Services,7,17,E,4518
3-Mar-24,503,21:50,Sunday,PARLIAMENT AND SHUTTER,Security,10,20,N,4498
3-Mar-24,510,22:12,Sunday,BATHURST STATION,Diversion,20,30,S,4608
3-Mar-24,511,22:18,Sunday,BATHURST STATION,Diversion,17,27,N,4521
3-Mar-24,501,22:23,Sunday,WOLSELEY LOOP,Utilized Off Route,0,0,E,8179
3-Mar-24,505,22:28,Sunday,DUNDAS AND ONTARIO,Mechanical,12,24,E,4604
3-Mar-24,504,23:37,Sunday,KING AND STRACHAN,Emergency Services,60,70,E,4488
3-Mar-24,507,23:50,Sunday,MCCAUL LOOP,Diversion,19,29,W,4572
3-Mar-24,504,00:13,Sunday,QUEEN AND RONESVALLES-,Security,10,20,,4442
3-Mar-24,501,00:32,Sunday,QUEEN AND BATHURST,Security,0,0,W,8031
3-Mar-24,306,00:56,Sunday,COLLEGE AND LANSDOWNE,Held By,12,22,E,4561
3-Mar-24,306,00:57,Sunday,COLLEGE AND LANSDOWNE,Held By,17,27,E,4445
3-Mar-24,506,01:00,Sunday,COLLEGE AND LANSDOWNE,Held By,32,42,E,4558
3-Mar-24,506,01:03,Sunday,DUNDAS AND STERLING,Held By,9,19,E,4459
3-Mar-24,512,01:13,Sunday,ST CLAIR AND YONGE,Mechanical,10,20,E,7080
3-Mar-24,506,01:33,Sunday,CARLTON AND PARLIAMENT,Diversion,16,26,E,4558
4-Mar-24,301,02:02,Monday,QUEEN AND RONCESVALLLE,Security,15,30,W,8629
4-Mar-24,503,02:58,Monday,BINGHAM LOOP,Security,0,0,,4417
4-Mar-24,507,05:22,Monday,LONG BRANCH LOOP,Mechanical,44,54,E,4519
4-Mar-24,504,05:49,Monday,RONCESVALLES AND PEARS,Security,0,0,S,4564
4-Mar-24,510,05:54,Monday,SPADINA AND BREMNER,Operations,9,18,N,4515
4-Mar-24,512,05:59,Monday,ST CLAIR AND CALEDONIA,Mechanical,3,6,E,8627
4-Mar-24,501,06:00,Monday,EXHIBITION WEST LOOP,Mechanical,10,20,,4430
4-Mar-24,505,06:30,Monday,DUNDAS AND ONTARIO,Cleaning - Unsanitary,10,20,E,4441
4-Mar-24,510,06:45,Monday,SPADINA AND QUEENS QUA,General Delay,0,0,E,4432
4-Mar-24,505,07:24,Monday,DUNDAS AND RUSHOLME,Mechanical,10,20,W,4514
4-Mar-24,512,08:34,Monday,ST. CLAIR AND AVENUE,Collision - TTC Involved,3,6,E,8311
4-Mar-24,501,08:41,Monday,CHURCH AND DITTY,Collision - TTC Involved,9,18,N,8088
4-Mar-24,507,08:51,Monday,LAKESHORE AND 31 ST,Held By,10,20,E,4523
4-Mar-24,,09:48,Monday,ST CLAIR AND DEER PARK,Operations,0,0,,0
4-Mar-24,510,10:08,Monday,QUEENS QUAY AND LOWER,Mechanical,10,20,N,4570
4-Mar-24,506,10:22,Monday,OSSINGTON AND COLLEGE,Diversion,10,20,E,4606
4-Mar-24,511,10:30,Monday,CNE LOOP,Diversion,9,18,,0
4-Mar-24,509,10:42,Monday,FLEET AND STRACHAN,Diversion,10,20,E,4459
4-Mar-24,504,10:43,Monday,KING AND BAY,Held By,15,20,E,4525
4-Mar-24,501,10:55,Monday,KING AND CHURCH,Held By,15,25,E,4537
4-Mar-24,510,11:14,Monday,SPADINA AND HARBOR,Diversion,25,35,S,4456
4-Mar-24,507,11:26,Monday,LAKESHORE AND ROYAL YO,Diversion,48,58,E,4587
4-Mar-24,505,11:35,Monday,DUNDAS AND HURON,Diversion,10,20,E,4551
4-Mar-24,510,11:39,Monday,SPADINA AND COLLEGE,General Delay,0,0,N,4543
4-Mar-24,505,14:18,Monday,OSSINGTON AND COLLEGE,Security,0,0,S,4572
4-Mar-24,509,15:00,Monday,EXHIBITION LOOP,General Delay,0,0,E,4562
4-Mar-24,505,15:09,Monday,DUNDAS WEST STATION,Security,10,20,,4539
4-Mar-24,501,15:10,Monday,863 QUEEN STREET,Mechanical,5,10,E,8129
4-Mar-24,512,15:22,Monday,ST CLAIR AND DUFFERIN,Security,5,10,W,8645
4-Mar-24,510,15:30,Monday,UNION STATION,Security,10,20,N,4511
4-Mar-24,505,16:37,Monday,DUNDAS AND MUTUAL,Emergency Services,12,22,E,4566
4-Mar-24,512,17:17,Monday,ST CLAIR W AND WESTON,Mechanical,5,10,W,8361
4-Mar-24,501,18:33,Monday,QUEEN AND CHURCH,Collision - TTC Involved,58,68,E,8187
4-Mar-24,501,18:42,Monday,QUEEN AND PARLIAMENT,Diversion,15,20,,0
4-Mar-24,510,21:50,Monday,SPADINA AND FRONT,Operations,12,22,S,4532
